3055	8392	2529	7856	4972	3385	5753	6093	3561	5743	4469	8041	7553	6724	4755	2477	4087	3776	1988	8470	8412	2986	4840	6351	362	1190	8952	4535	9760	2833	8099	3801	5980	9919	9345	8429	6425	808	5048	9405	5490	9060	4023	73	5193	6262	4504	6696	4475	121	1870	7058	8347	4977	481	2177	1579	828	9061	6699	3933	1868	6439	2281	9304	8761	2148	9816	3144	8436	5895	3711	5139	1741	5732	3644	6101	7403	3569	4645	6783	5918	8457	4805	6724	2156	125	2842	3987	3826	1785	6480	784	4632	8362	2365	111	5035	124	7701	
3128	3811	7087	102	1795	9629	6283	7363	5266	7383	8103	2903	3548	6118	5493	4869	4060	304	186	4927	3728	2591	5293	1272	4452	9851	8196	4270	8797	5206	3002	2977	1977	9650	4750	1070	942	5682	4356	6391	1479	2924	1290	582	8376	8386	3889	9205	5440	6191	8230	4090	321	8358	8468	9986	5278	8730	58	570	6530	3142	2835	6582	5174	1837	9215	5799	2573	7125	7153	3619	5891	1245	5832	5515	3986	8062	3798	792	6326	8533	2706	5076	9516	9204	7971	2250	9900	595	3708	7946	270	6815	5717	7779	4907	2710	2549	828	
7575	1322	6719	6788	6356	2328	6284	7519	8596	4538	6757	6491	3635	998	4204	5930	5317	16	7352	4848	5675	7410	74	9370	8095	7495	6188	6818	1392	9391	9797	8731	3105	261	2509	6332	1506	3502	3545	8194	131	5561	9305	2230	9721	1391	3250	5283	7941	5211	7312	8559	4457	2636	7351	233	4488	7332	3812	2436	2893	7382	3619	8165	1392	6372	3907	2948	9817	7695	4192	2842	2806	5252	2428	7442	7424	9742	2052	5729	6742	7110	2133	3498	1591	6195	8775	5952	4292	3369	1201	3336	8247	1112	9119	9438	1281	8723	5283	6876	
4448	3629	4441	9449	1275	325	9114	7403	3294	4246	9884	1208	9564	1212	4981	5506	7130	1580	8744	1698	1265	2168	1562	3743	6693	1163	4846	709	9708	1065	5757	5756	3597	4594	3071	2220	1515	3293	6381	9302	6240	5347	8539	622	9827	8149	8044	3398	762	1363	6789	8969	7875	5614	1706	6383	633	6153	8327	9777	3462	4221	3898	5567	8968	4952	5038	9947	6269	8173	5606	9563	5243	4933	6096	9422	5448	5836	712	1281	5404	107	244	4001	5823	8035	7341	4731	3800	5408	8741	5972	4909	9437	7271	9978	7558	6521	8536	5226	
6009	9330	4727	6620	6048	7517	5399	1955	3730	1159	4712	7223	5583	8471	7455	714	1367	2008	3359	6999	1760	2115	5242	6936	921	6309	151	7450	9245	9976	6529	3208	6820	7280	7087	5368	8498	4868	890	5083	2572	647	1720	2889	2480	2438	6843	124	1971	7324	3420	3948	2223	5329	4529	7461	6824	978	4804	1828	3371	2086	4952	6047	1436	8102	2749	4583	1557	4325	4900	2646	3562	6839	76	7459	6441	5966	2167	8317	5724	8460	8627	6188	7393	1043	4446	1023	8003	9437	8366	771	7957	608	1527	6525	7788	9653	650	3949	
2004	2361	8478	1404	3379	9787	155	5581	6178	1722	1713	9216	7461	7725	9715	9936	7056	3730	7238	5971	2572	9249	3894	6536	4279	8738	6659	9155	1999	1348	8142	9105	2224	4078	4486	1312	9818	6927	6332	9672	9291	1988	1650	5577	7459	3057	8330	3540	4881	9247	2710	5682	767	6641	1614	3863	7207	5725	329	8532	6575	9857	5624	5589	3006	8285	6272	8290	5167	7278	7194	5515	1912	4949	1447	2264	3523	829	5994	4859	6016	9867	2921	3997	2116	263	4389	6212	9237	4975	1106	8805	8759	5262	3439	8296	2604	1140	9951	2694	
3942	4438	9117	1517	3581	2827	1036	8789	5319	5550	3671	4047	4699	7723	7894	5048	3276	8744	3565	6674	9482	2131	4149	8749	1703	8770	6138	6920	4763	8268	3407	5458	5942	1501	7886	3689	1749	742	7781	6867	2057	6817	2533	2171	6578	7082	8444	4600	1974	1860	2304	9355	7392	7133	2277	3895	7639	4053	6093	7147	8478	1395	1202	2322	7053	8075	1489	3341	7393	4814	2899	5176	9059	821	9727	2816	2162	933	1730	344	9343	4214	2708	3477	590	6425	6034	2007	6078	6123	8339	6417	5539	5280	3665	246	3288	1646	2119	5659	
3811	7461	2104	1786	6309	1428	7608	352	8078	4354	2376	3806	5925	8083	4986	6894	4096	8181	2259	8127	8702	3456	306	359	6525	6406	7257	2642	1888	2206	6293	7895	3179	2281	154	2276	8270	1892	132	4778	9579	1764	7042	7252	415	5277	9529	1933	6817	9053	6084	9273	6720	9932	6852	1993	3792	7641	4197	5071	926	1612	1426	9629	6963	2751	7730	5704	5738	7902	4989	9686	4148	235	9052	1655	886	3896	3409	3250	4507	6243	5397	1459	2646	7500	2871	1747	3532	9319	8790	7027	9619	1017	3020	6182	7801	4020	2266	7398	
5734	1854	2318	7547	4870	5749	9952	5348	4225	4662	678	2027	3277	635	5456	4871	2010	5200	7202	4532	3085	6252	1601	1675	2700	837	3528	8916	8491	3405	2582	7149	3330	6292	2956	9158	8698	597	9285	5801	3850	8778	9861	3823	6245	470	9591	7563	4081	8491	2480	9254	3988	4625	1474	4341	2060	5242	2213	667	1099	9504	9905	852	20	6810	3231	2700	9521	6644	6443	4517	3929	9812	6118	3878	2847	814	7632	4689	4162	4614	8931	2504	4938	6958	9352	13	939	6369	7322	7166	5996	2502	7146	8177	2438	1646	4425	9245	
2144	5338	8754	8719	3637	4682	2805	8611	7858	4339	4446	6766	9142	9678	8335	8381	6292	73	583	9442	2996	4724	3540	5441	5606	2256	7304	456	2960	6039	5158	4592	2821	7838	496	3940	1271	5373	341	366	5576	8328	7892	447	4519	4250	8317	3150	7580	1136	2481	1930	5358	9825	8860	862	895	7948	7331	975	3140	6953	8061	5212	6623	3251	8465	9752	1668	3919	7223	3629	9096	4571	4311	158	127	9580	7504	1743	6575	2763	5624	2535	5471	552	9747	5117	8273	8601	8475	2164	4962	3838	8933	1914	173	3319	4995	1180	
2820	8723	2041	2542	4303	3583	5571	2947	7995	9575	497	4528	4198	751	3005	42	585	1528	5254	4649	3233	7589	1306	1534	3231	6665	4940	6915	1964	6070	1374	7494	7300	3227	4482	6532	1629	4275	2565	5468	9256	8194	9941	6009	829	7491	1737	1997	6107	441	3326	4601	8961	5479	6330	6605	7617	1287	8223	6230	5206	3782	4907	8698	966	5346	9555	4935	11	701	4035	2912	3310	3863	4697	2034	8925	6434	6681	9839	5141	4514	2091	3157	2660	3391	5376	1927	5576	6820	1557	9279	8746	4466	953	9991	161	9505	2442	5144	
2235	3201	1263	6428	8615	2147	7173	6418	8338	6942	5506	3817	4367	8614	236	6747	8654	1964	8966	6659	6716	3074	7554	9740	9917	2098	407	1552	2822	8561	5691	9288	1510	5005	8541	1916	4428	5117	6265	6953	7883	7376	6366	3654	3418	9639	1469	1027	6000	4812	1699	4845	7073	1884	4665	1277	8629	2732	2535	33	6432	5888	5693	2483	5203	493	7158	943	8291	9618	4004	7828	8455	4002	4345	2796	5608	3261	8793	9779	2216	5325	2097	4989	9699	2929	3077	2996	3850	9961	9301	5266	6927	1059	4093	5919	6708	3848	6438	4264	
2095	9220	9869	6486	6822	9721	442	2659	4080	9108	795	7878	1285	302	6973	7009	4332	9255	1211	6112	4301	5287	8311	9751	4473	9362	8788	9462	940	7232	7314	5716	1993	4752	7027	4167	5064	2779	4069	1812	1240	3811	7933	4612	1634	3427	2307	2366	1425	3147	7086	6442	956	9618	1614	6995	8507	2463	3574	5041	4658	8612	8218	4127	1025	6935	5974	6497	6370	4913	3071	1846	7774	1522	638	9062	407	7322	4357	6435	1806	8001	9754	8157	882	1826	5268	2254	2712	2998	986	8311	9216	9787	578	2487	8	4768	9078	1729	
3746	5065	5817	2442	6801	5178	7600	8545	1435	9215	8381	5381	9936	6631	3521	4657	4512	1589	5206	9035	8634	7827	6771	2087	1069	531	4901	4728	4924	7627	6656	439	9621	1261	8925	124	307	8272	2877	7133	8310	5689	4964	3965	4686	919	9647	7523	9212	4900	5841	4569	9508	8739	3999	1376	9371	7180	8086	2075	5018	2724	5738	5395	3604	1025	5230	6948	6419	9982	9498	8828	4838	1540	4580	8849	4192	4474	6166	9294	2833	7355	5872	9283	7922	4966	4819	163	5250	5523	6826	2577	4448	4278	7208	7422	3663	1970	6086	3978	
7944	351	7257	8232	9153	1066	1891	1707	2527	438	9619	4675	8153	9785	991	7543	1856	1050	2123	3025	5571	2163	8069	5604	7601	5396	9662	98	2498	3714	5879	370	4261	3657	2682	8268	6928	4671	4324	5306	6689	7531	1962	2428	4242	5587	7874	3551	3940	3997	6874	5018	4107	2944	3546	5205	3928	2757	1981	9545	5720	1668	8027	58	6118	2178	1736	8454	5784	7031	6703	2988	5762	8902	5074	2166	906	4819	724	6237	9380	4128	1488	2290	4283	192	377	8443	8567	2484	4949	6062	7695	9156	9063	3433	332	1127	5231	2658	
9332	9633	7435	2444	6754	8237	4106	5844	9165	4784	4654	1061	1470	1298	2236	5522	7597	5878	6499	2742	8409	3833	4455	924	3759	800	4114	4169	962	9167	9041	9935	1142	7179	1315	7328	4461	2543	2988	9937	1346	9545	7199	5349	3956	950	1017	8356	5879	5250	432	1274	9980	1556	2490	7303	3349	2288	7289	2491	2813	9687	96	8512	104	575	383	8446	780	6628	2831	9112	2157	8192	7677	9230	5904	7846	855	9341	9140	4196	8680	1915	1587	2350	5314	5281	3570	4669	1194	3925	3704	8686	5290	6970	3023	9745	8154	8598	
2131	6447	8431	3816	9594	8310	4719	1872	5304	4700	9907	7908	4560	1075	5798	569	2295	7359	8546	7423	9341	7215	4689	4223	3874	7728	6004	3861	5540	6754	2437	2670	5923	8213	8045	8200	7915	5387	5050	5988	9395	2305	7950	7804	6272	5173	6829	725	9182	1096	2026	9802	5628	5824	5259	653	4121	2659	5944	6074	3891	9770	7475	7553	7123	1631	2629	2218	4014	889	4332	2996	1305	2649	7753	8649	34	9117	497	2201	5691	9231	1160	4162	5183	5214	4454	2737	7841	7993	9873	5135	7583	43	8707	6414	7345	2325	4851	8254	
1609	5098	1597	9610	1778	8446	904	1034	3208	9468	4720	3775	1367	6251	9725	3956	4376	6773	6160	5789	2494	6933	8836	8013	9241	3450	8346	9780	2011	4939	6351	2071	2773	6984	7418	7396	5684	3776	4035	5693	3252	5571	6458	6174	2926	960	252	2467	6131	1933	4604	8113	6825	5653	9108	4904	5305	5973	6084	2305	7710	8570	4382	5540	4893	4280	1228	7353	1140	1439	4539	9900	1081	6621	2897	6	6638	6874	956	5975	7120	2770	7296	9743	5852	121	7574	957	3941	1212	8870	6484	9698	8439	539	5347	7247	6258	2507	8234	
598	1660	1734	4282	2412	5569	3685	3881	2012	480	6738	2002	0	5489	9837	8621	8706	4019	7070	6175	8951	6582	349	4636	3427	6000	8482	7852	7554	6389	9597	2233	8408	2177	8294	8692	2038	9438	3666	7994	7513	7522	3815	953	2715	4680	2157	405	3874	1953	7102	7890	9743	2715	4126	6399	4681	892	3124	8387	1463	4104	5237	4085	1877	5711	4008	2335	8484	2538	3111	9177	4116	4198	6025	3064	8233	1034	4942	4977	2222	8904	9197	5263	1913	4025	3724	5564	9477	9752	3879	496	6954	5747	9283	3247	5138	8048	6697	3213	
4782	7462	8381	3249	2543	1305	7308	871	8935	7800	2313	5078	9424	5719	5905	6130	6300	7113	4123	9583	1017	8864	1840	1854	5658	9586	2896	4450	9460	926	4636	1497	9274	5420	4287	4685	915	8933	6924	3606	3262	551	6750	3551	7054	5102	2544	290	6980	9754	1775	9857	8521	6050	9807	950	8605	8141	2748	3600	4825	7324	8462	6170	2333	100	9121	3993	5498	7561	6706	8668	764	2918	6406	4202	5884	2800	8090	6293	4277	1951	4172	2447	8411	4018	9692	5205	6121	3552	1856	5388	9640	689	6429	848	8459	5463	11	7653	
200	5733	567	6413	2337	9092	8051	7061	5295	7960	1786	4862	3934	285	2000	8390	4230	5468	6462	3537	3990	6383	6968	2110	6604	8918	5937	154	4412	5601	2675	5858	9572	1910	7883	8858	6548	5594	8701	6282	8102	6243	9353	4883	7637	3779	4448	4439	8997	6687	6454	2600	5020	7833	3824	2913	2451	394	5060	2046	6322	9780	4917	1772	3885	9049	5043	1888	9290	4908	9999	7991	6889	8699	6683	2521	5472	6255	8804	3685	7249	9623	3718	2123	3325	6433	3783	8516	8415	6906	3585	6593	517	1003	8986	1767	2584	3195	4520	6402	
3701	4	1689	4191	1789	3444	411	9199	8385	1732	2773	7796	9051	8635	4777	3432	878	2038	8925	2957	3084	6881	1450	6333	7632	1921	1078	2364	2207	8093	4873	4963	58	8984	3462	3972	6316	8397	3740	6687	7487	3423	1418	1955	1181	8157	2138	8326	4039	8347	8844	3634	3863	9883	1705	8520	5241	1208	2097	5780	807	1257	2299	3389	1735	2190	9969	4214	8632	6700	8391	3457	4123	8543	222	4150	7329	3200	5147	8148	6585	8136	1791	8819	4743	1604	7558	8802	1807	4683	8660	2025	6887	1410	2354	8362	166	1516	9667	7424	
8017	5587	2620	2577	4356	1883	3345	6480	3886	4935	164	4704	3732	8768	7065	8225	3470	3440	5590	9642	1259	8964	3379	9172	760	1960	978	4009	4116	3313	8375	9870	7423	2183	9897	4526	3594	615	161	7581	7711	843	6738	4880	7379	4463	3896	6679	23	6792	835	7299	6536	1110	732	2617	3465	6164	8359	6244	6337	7021	6349	8350	6770	592	710	5000	3322	5250	2897	1406	6392	1862	9874	3258	412	1702	8061	3567	9043	7071	2678	1329	6702	4629	7318	9856	2596	8946	8514	6705	4309	7260	2995	7246	9493	8875	2074	6919	
987	7953	3676	7226	7376	6824	9385	9693	5113	7045	3822	2173	8717	6769	6888	6142	7190	4466	2965	9635	8003	2226	9574	7732	763	1654	9950	5782	3688	9122	6713	6732	8969	7792	5815	7554	1916	4483	5149	1937	3525	3434	4455	8963	3898	6319	6754	4093	9741	9983	6882	6299	198	135	3892	5362	6217	3213	5993	5937	3432	7124	1223	758	7259	4896	4995	4780	9294	4479	9197	8927	9752	4313	8321	9943	8099	7734	3069	6369	8801	8410	1613	2978	8362	8790	53	224	4358	2766	7613	1172	7434	4026	4841	1201	6054	6028	4820	5651	
6052	3269	9399	6639	5352	3801	9981	4264	8361	492	2940	6498	4798	898	2587	7242	4356	8283	8447	1495	7312	6121	2284	3545	6422	269	6524	7428	2171	295	6727	2704	3411	2088	1335	96	274	6313	5731	995	566	9132	3767	1895	1653	4890	1508	2349	2186	1495	390	2861	9913	8131	1665	5038	4694	9591	8157	5170	1569	1385	2802	2350	749	3448	4686	4560	7671	9938	2876	4005	3462	2313	436	9036	1749	9316	1197	1067	6306	1299	65	1921	6709	3269	5425	4996	193	831	8454	6352	3943	1453	2685	6208	6233	4828	6345	4692	
6874	2961	904	3757	9033	5563	7277	4456	5514	7068	2314	5566	7184	6956	3270	6527	2598	8372	7787	2244	5354	4835	7327	350	4612	8421	8248	6893	1359	7403	8770	3083	3295	5100	6290	5837	1414	1060	5460	3895	9435	2517	1176	3868	762	5097	4273	9870	1283	6460	9803	8510	4389	947	2419	7511	2463	5445	6836	5758	6830	8375	4727	2751	1718	6891	6459	3656	9348	9648	66	2495	7473	6941	1029	627	7651	6192	1165	1309	2086	3174	8804	1858	9094	3047	7979	8902	2408	2111	127	1679	348	296	6138	3329	6419	9848	8653	4111	
6698	7150	2272	4591	8467	1187	8095	2953	4318	8005	9080	7458	1397	2049	3666	3434	9347	1925	1013	5183	587	5566	1333	9418	2681	7210	6370	9548	3906	3393	7347	1279	8299	9269	7201	5640	5693	5360	2020	3755	8910	5900	3074	1609	8429	9517	1964	9444	7976	1090	7394	2978	8306	4644	645	9481	4449	1884	6737	9877	8894	9616	1756	8125	1098	7408	3558	9434	6881	1195	1884	496	3777	740	8061	7699	6156	1316	7908	5625	3029	7993	2539	3614	1238	6248	1512	4786	4663	4037	7776	1133	3524	6259	6580	5163	999	9226	1326	176	
4622	7711	5890	3325	4103	7163	8102	8617	656	1547	3608	607	4101	1596	9671	2957	1751	5344	2924	8628	7427	8311	7110	834	5881	7038	6889	4933	8434	6906	1567	2701	5206	3289	994	1575	2411	9086	2279	9993	1994	6388	8021	6899	1312	6767	88	4231	2396	3940	5913	6309	7579	1813	9293	6631	962	3788	9966	4837	580	9203	7439	9936	729	5836	2690	2114	3245	7849	9835	9771	9335	5099	4213	7133	8527	1442	7805	3639	7695	3505	4567	7839	4891	9651	2503	77	5111	6133	2271	2505	7734	6680	5886	7755	312	5439	6375	9519	
8204	3439	7276	8438	3545	7980	3883	3487	4675	3438	1789	2778	7038	8949	6613	8179	7092	6639	3154	6153	2584	248	332	1830	1426	7445	1330	7568	6616	1757	3688	319	7254	6038	3991	2425	725	7832	4392	6872	504	9830	948	4700	3701	5924	8655	2875	3598	1739	131	9622	7368	5028	1042	1216	9795	2140	2347	2975	9235	9064	7623	7961	3380	687	4729	4690	6474	3296	8567	2868	657	4744	8015	6166	8590	1096	7553	9632	8441	4661	5358	8374	7017	6289	4610	6077	4803	1054	3265	4582	4200	6884	9737	6493	452	748	5639	1053	
6748	1964	5758	4451	5476	4005	2538	9566	7810	1664	3685	6446	7677	5763	6988	9919	4153	4239	3901	4146	7150	9140	5963	5389	4593	4019	2226	6954	9179	897	8337	3972	4937	4662	7894	3790	6843	7061	3416	651	4649	5660	6867	6691	8228	2070	1267	8325	8872	7140	6333	3588	5560	7093	6496	5505	6397	4418	2838	6882	4863	6627	6727	1852	9233	3954	6485	3256	9435	3314	945	7230	322	72	5027	8198	8449	8678	2941	6253	7105	6898	6111	5558	9064	5001	3888	5461	5012	2582	1266	8308	3553	5791	2615	8533	8701	6983	4034	2794	
2924	9081	4452	2132	1833	4810	8799	5508	8296	7513	5588	7354	6155	2154	4533	5044	142	8900	9232	9871	4179	8711	3158	5543	5469	4016	4278	6967	5502	5669	8237	1047	6713	7374	4017	6157	4739	1508	5988	5900	5545	1280	8467	9390	6560	9507	7120	7711	9507	2876	8788	1115	7645	7337	4752	7288	4988	61	1356	5269	4358	9227	7361	9470	3423	6524	1131	4030	8302	7196	5087	5635	4115	1332	8418	8292	5753	2842	9870	1285	4836	414	1010	6715	6786	2885	6593	6813	3786	7568	547	1018	2795	2133	3693	8457	7958	821	1689	9192	
8579	3547	2439	2321	7307	2176	5628	757	6422	2830	6499	1685	141	3561	2698	6439	4113	1126	2271	8841	790	5920	4472	7055	8683	317	6195	3156	4971	3644	170	2503	9306	5157	9869	1171	1879	1144	2108	6559	3464	9215	1913	552	9350	480	904	3826	9307	8976	7986	7780	3679	4754	510	706	5116	9076	543	7554	5685	5222	5111	2513	3763	321	3596	5351	5582	9615	984	4290	4989	9095	3078	8499	3053	7188	1251	7733	9824	4887	5819	5718	6679	1919	9632	2617	9461	609	3136	7070	8077	3733	5962	1851	5684	8835	2338	3135	
8178	5794	6813	3448	6400	1168	8170	3870	4545	7736	4586	5166	9347	6156	1468	7006	6850	4856	9900	2711	5434	2160	1771	5402	3066	6195	3269	4724	1006	1849	5193	6728	6593	4907	6813	7670	6254	2650	8266	6872	2345	8572	8459	564	9749	3176	1245	9389	1183	4461	997	2666	8317	6176	6080	8908	2166	3365	3654	4201	6181	3510	4823	7088	8551	6147	5324	2761	9286	7702	8865	2411	528	8759	2866	4311	750	8078	7041	2461	1744	100	3805	2317	3394	780	5035	5101	6253	1555	8715	9397	5561	9807	5553	2320	1908	9487	4455	4664	
5491	5523	6162	9522	6663	2939	8453	8283	2289	1547	3310	2680	4377	6227	3030	3374	2266	8083	8218	9661	7459	7997	6827	3066	4346	4704	7462	2138	7711	3582	4530	924	5920	9123	8063	7817	8452	7422	1073	3737	6866	5224	6113	9058	9376	3095	5056	193	1681	6564	9518	1577	9693	7875	4157	1987	2811	1087	3428	3759	7360	390	1574	5203	6662	1706	444	5328	6178	1275	8422	8642	3516	7039	7622	9457	7020	8420	6750	3530	906	1291	1391	7341	4675	7712	7793	65	9944	3324	2891	6878	9729	594	4551	180	4830	9168	6849	7034	
8548	5900	4856	2139	1414	7385	201	4956	1374	736	7953	7032	7532	4188	9134	5299	9789	793	4676	2162	9673	4797	4011	8548	2216	4103	7412	4622	5591	3164	3458	4016	1214	4150	1954	8569	5628	7302	5888	3042	9915	9554	8168	1502	8085	992	9950	9104	8883	7096	6419	6325	7749	9861	748	9708	9434	1402	1478	7590	217	9152	3039	4710	978	5979	4030	4867	691	7450	9047	4267	6772	8138	8046	9091	9485	183	5759	8805	9855	6522	1221	201	9953	3536	9	421	9151	5415	5534	7076	3986	5179	7347	1928	6871	3974	4731	8501	
5948	6025	2506	3931	4792	9169	5181	4386	3554	6863	1873	6966	6023	312	6831	6820	5331	5627	3849	6635	1416	5793	333	6142	3970	1752	3194	8655	6367	853	3995	777	2287	7680	6043	6896	9695	5255	1660	8073	3805	1323	8844	7162	63	5707	625	6153	9362	7087	7074	5285	8682	7802	4856	4265	5934	9005	9117	7917	4122	3491	8606	3584	4882	2382	8539	2760	2382	8001	5106	8082	147	8806	9513	5621	2269	5987	702	6642	6646	6064	3842	5466	3769	9433	7245	2559	5391	2920	1518	6536	4352	9113	2891	4211	3855	639	1526	624	
8495	3317	1391	8035	5012	5047	3340	2927	1792	2000	5626	4913	4507	3111	1311	4262	9235	3456	5490	3596	3716	646	1930	6117	7731	5809	2818	8544	8414	4763	926	472	721	4238	7437	897	8721	4152	7401	1836	9961	2701	5436	9947	7069	633	7617	8680	4438	1770	2129	5098	3650	1684	4290	9241	3227	5707	2150	7689	9851	7802	6371	6559	688	4169	1650	1061	9286	1984	713	4706	2436	7537	3013	8775	5116	6221	7870	8834	5492	9969	5521	2059	9921	9703	4135	6513	3085	3874	7193	3789	5376	3004	2197	827	3300	4788	603	5647	
9495	9827	513	6242	5802	326	2683	2085	864	3937	8482	5374	2322	3475	5049	7515	6022	5612	6902	7535	1865	7780	5876	4607	4184	3555	7573	7644	1522	9324	222	3802	1846	9873	2661	7398	2911	7092	5173	7340	2362	721	7506	7025	7436	8665	3686	9157	6863	728	104	5870	4335	2321	5826	485	6524	2010	4098	3947	7989	3112	4355	7615	6565	736	6294	786	4382	4846	509	3169	4981	2023	7161	4408	4620	5361	8563	7453	4720	4736	5415	6872	8747	6245	3706	7701	5692	7852	2815	1678	2963	6458	8334	3638	6437	9871	1756	196	
